rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
54,,"The Curse of Frankenstein",1957,http://www.icheckmovies.com/movies/the+curse+of+frankenstein/,1568,65,10,1,161,,http://www.imdb.com/title/tt0050280/,no,no,no,no,no
55,,Dracula,1958,http://www.icheckmovies.com/movies/dracula-1958/,5738,181,20,8,334,,http://www.imdb.com/title/tt0051554/,no,no,no,no,no
56,,"Don't Look Now",1973,http://www.icheckmovies.com/movies/dont+look+now/,8700,741,114,17,631,,http://www.imdb.com/title/tt0069995/,no,no,no,no,no
57,,"Flash Gordon",1980,http://www.icheckmovies.com/movies/flash+gordon/,6340,240,80,5,201,,http://www.imdb.com/title/tt0080745/,"2013-09-24 03:11:26",no,no,no,no
58,,"No Escape",1994,http://www.icheckmovies.com/movies/no+escape/,744,15,17,1,42,,http://www.imdb.com/title/tt0110678/,no,no,no,no,no
59,,"Hellbound: Hellraiser II",1988,http://www.icheckmovies.com/movies/hellbound+hellraiser+ii/,5074,156,72,1,143,,http://www.imdb.com/title/tt0095294/,no,no,no,no,no
60,,"11 Harrowhouse",1974,http://www.icheckmovies.com/movies/11+harrowhouse/,43,0,1,0,12,"Eleven Harrowhouse",http://www.imdb.com/title/tt0071080/,no,no,no,no,no
61,,"Silent Rage",1982,http://www.icheckmovies.com/movies/silent+rage/,208,2,17,0,25,,http://www.imdb.com/title/tt0084684/,no,no,no,no,no
62,,"Hero and the Terror",1988,http://www.icheckmovies.com/movies/hero+and+the+terror/,108,2,9,0,10,,http://www.imdb.com/title/tt0095296/,no,no,no,no,no
63,,Unbreakable,2000,http://www.icheckmovies.com/movies/unbreakable/,37734,1811,324,6,349,,http://www.imdb.com/title/tt0217869/,"2010-01-30 15:23:28",no,no,no,no
64,,Halloween,1978,http://www.icheckmovies.com/movies/halloween/,36541,1770,192,16,842,,http://www.imdb.com/title/tt0077651/,no,no,no,no,no
65,,"The Shawshank Redemption",1994,http://www.icheckmovies.com/movies/the+shawshank+redemption/,110217,16756,393,21,1321,,http://www.imdb.com/title/tt0111161/,"2010-01-30 15:23:28",no,no,no,no
66,,"The Green Mile",1999,http://www.icheckmovies.com/movies/the+green+mile/,87922,6563,344,14,699,,http://www.imdb.com/title/tt0120689/,"2010-01-30 15:23:28",no,no,no,no
67,,"The Mist",2007,http://www.icheckmovies.com/movies/the+mist/,20696,1075,433,1,328,,http://www.imdb.com/title/tt0884328/,no,no,no,no,no
68,,"Death Line",1972,http://www.icheckmovies.com/movies/death+line/,364,15,7,1,99,"Raw Meat",http://www.imdb.com/title/tt0068458/,no,no,no,no,no
69,,"North by Northwest",1959,http://www.icheckmovies.com/movies/north+by+northwest/,34783,3428,94,26,1065,,http://www.imdb.com/title/tt0053125/,"2010-01-30 15:23:27",no,no,no,no
70,,"Star Wars: Episode I - The Phantom Menace",1999,http://www.icheckmovies.com/movies/star+wars+episode+i+-+the+phantom+menace/,72738,1381,1870,4,509,,http://www.imdb.com/title/tt0120915/,"2010-01-30 15:23:28",no,no,no,no
71,,"Lady in the Water",2006,http://www.icheckmovies.com/movies/lady+in+the+water/,5830,142,352,2,93,,http://www.imdb.com/title/tt0452637/,no,no,no,no,no
72,,Bullseye!,1990,http://www.icheckmovies.com/movies/bullseyeexclamation/,38,0,4,0,7,,http://www.imdb.com/title/tt0101518/,no,no,no,no,no
73,,Candyman,1992,http://www.icheckmovies.com/movies/candyman/,9491,304,111,1,235,,http://www.imdb.com/title/tt0103919/,no,no,no,no,no
74,,"The Italian Job",1969,http://www.icheckmovies.com/movies/the+italian+job/,8222,304,48,4,182,,http://www.imdb.com/title/tt0064505/,"2010-01-30 15:23:28",no,no,no,no
75,,Alfie,1966,http://www.icheckmovies.com/movies/alfie/,3263,101,28,3,118,,http://www.imdb.com/title/tt0060086/,"2011-11-16 00:20:34",no,no,no,no
76,,Hennessy,1975,http://www.icheckmovies.com/movies/hennessy/,19,1,0,0,11,,http://www.imdb.com/title/tt0073103/,no,no,no,no,no
77,,"Carry on Sergeant",1958,http://www.icheckmovies.com/movies/carry+on+sergeant/,154,7,2,0,17,,http://www.imdb.com/title/tt0051453/,no,no,no,no,no
78,,"Carry on Nurse",1959,http://www.icheckmovies.com/movies/carry+on+nurse/,217,5,4,0,18,,http://www.imdb.com/title/tt0051452/,no,no,no,no,no
79,,"The Exorcist",1973,http://www.icheckmovies.com/movies/the+exorcist/,67011,3184,468,25,1042,,http://www.imdb.com/title/tt0070047/,"2010-01-30 15:23:28",no,no,no,no
80,,"To the Devil a Daughter",1976,http://www.icheckmovies.com/movies/to+the+devil+a+daughter/,263,8,5,0,51,,http://www.imdb.com/title/tt0075334/,no,no,no,no,no
81,,"The Satanic Rites of Dracula",1973,http://www.icheckmovies.com/movies/the+satanic+rites+of+dracula/,365,2,6,0,69,"Count Dracula and His Vampire Bride",http://www.imdb.com/title/tt0070634/,no,no,no,no,no
82,,"Dracula A.D. 1972",1972,http://www.icheckmovies.com/movies/dracula+a.d.+1972/,522,10,9,1,81,"Dracula Today",http://www.imdb.com/title/tt0068505/,no,no,no,no,no
83,,"Chariots of Fire",1981,http://www.icheckmovies.com/movies/chariots+of+fire/,10557,265,144,14,320,,http://www.imdb.com/title/tt0082158/,"2011-10-29 17:07:38",no,no,no,no
84,,"A Room with a View",1985,http://www.icheckmovies.com/movies/a+room+with+a+view/,6297,339,51,11,334,,http://www.imdb.com/title/tt0091867/,"2012-02-20 00:13:41",no,no,no,no
85,,"Four Weddings and a Funeral",1994,http://www.icheckmovies.com/movies/four+weddings+and+a+funeral/,32600,862,257,13,347,,http://www.imdb.com/title/tt0109831/,"2012-03-03 21:12:20",no,no,no,no
86,,Hellraiser,1987,http://www.icheckmovies.com/movies/hellraiser/,11818,559,123,1,327,,http://www.imdb.com/title/tt0093177/,"2021-03-06 03:29:23",no,no,no,no
87,,"Salò o le 120 giornate di Sodoma",1975,http://www.icheckmovies.com/movies/salo+o+le+120+giornate+di+sodoma/,6929,409,299,13,427,"Salò, or the 120 Days of Sodom",http://www.imdb.com/title/tt0073650/,"2012-04-21 00:32:40",no,no,no,no
88,,Villain,1971,http://www.icheckmovies.com/movies/villain/,78,2,2,0,29,,http://www.imdb.com/title/tt0067952/,no,no,no,no,no
89,,"The Squeeze",1977,http://www.icheckmovies.com/movies/the+squeeze-1977/,40,2,0,0,15,,http://www.imdb.com/title/tt0076755/,no,no,no,no,no
90,,"The Young Americans",1993,http://www.icheckmovies.com/movies/the+young+americans/,86,3,3,0,11,,http://www.imdb.com/title/tt0108633/,no,no,no,no,no
91,,"Copkiller (l'assassino dei poliziotti)",1983,http://www.icheckmovies.com/movies/copkiller+lassassino+dei+poliziotti/,46,1,0,0,17,"Order of Death",http://www.imdb.com/title/tt0085366/,no,no,no,no,no
92,,"Theater of Blood",1973,http://www.icheckmovies.com/movies/theater+of+blood/,1299,90,8,2,160,,http://www.imdb.com/title/tt0070791/,no,no,no,no,no
93,,Frenzy,1972,http://www.icheckmovies.com/movies/frenzy/,5675,322,46,7,315,,http://www.imdb.com/title/tt0068611/,"2011-03-05 21:44:59",no,no,no,no
94,,McQ,1974,http://www.icheckmovies.com/movies/mcq/,175,4,3,0,26,,http://www.imdb.com/title/tt0071824/,no,no,no,no,no
95,,"Death Wish II",1982,http://www.icheckmovies.com/movies/death+wish+ii/,1115,23,30,1,62,,http://www.imdb.com/title/tt0082250/,"2018-10-07 22:38:31",no,no,no,no
96,,"True Romance",1993,http://www.icheckmovies.com/movies/true+romance/,17793,1739,81,6,432,,http://www.imdb.com/title/tt0108399/,"2012-11-10 17:32:43",no,no,no,no
97,,"Point Break",1991,http://www.icheckmovies.com/movies/point+break/,13754,619,105,8,289,,http://www.imdb.com/title/tt0102685/,"2016-10-02 21:05:32",no,no,no,no
98,,"Raising Arizona",1987,http://www.icheckmovies.com/movies/raising+arizona/,22025,1358,168,10,430,,http://www.imdb.com/title/tt0093822/,"2010-09-22 03:22:24",no,no,no,no
99,,"Ferris Bueller's Day Off",1986,http://www.icheckmovies.com/movies/ferris+buellers+day+off/,58428,4488,299,10,616,,http://www.imdb.com/title/tt0091042/,"2010-01-30 15:23:27",no,no,no,no
100,,"Straight Time",1978,http://www.icheckmovies.com/movies/straight+time/,669,65,3,2,142,,http://www.imdb.com/title/tt0078326/,no,no,no,no,no
101,,Narc,2002,http://www.icheckmovies.com/movies/narc/,1412,67,22,0,56,,http://www.imdb.com/title/tt0272207/,no,no,no,no,no
102,,"Police Academy",1984,http://www.icheckmovies.com/movies/police+academy/,11148,247,119,1,121,,http://www.imdb.com/title/tt0087928/,no,no,no,no,no
103,,"Reno 911!: Miami",2007,http://www.icheckmovies.com/movies/reno+911exclamation+miami/,1235,19,39,0,23,,http://www.imdb.com/title/tt0499554/,no,no,no,no,no
104,,"Police Academy 5: Assignment: Miami Beach",1988,http://www.icheckmovies.com/movies/police+academy+5+assignment+miami+beach/,3496,17,153,0,40,,http://www.imdb.com/title/tt0095882/,no,no,no,no,no
105,,"Police Academy: Mission to Moscow",1994,http://www.icheckmovies.com/movies/police+academy+mission+to+moscow/,2612,10,194,0,37,,http://www.imdb.com/title/tt0110857/,no,no,no,no,no
106,,"Police Academy 2: Their First Assignment",1985,http://www.icheckmovies.com/movies/police+academy+2+their+first+assignment/,5887,59,133,1,53,,http://www.imdb.com/title/tt0089822/,no,no,no,no,no
107,,"Police Academy 3: Back in Training",1986,http://www.icheckmovies.com/movies/police+academy+3+back+in+training/,4898,48,149,0,48,,http://www.imdb.com/title/tt0091777/,no,no,no,no,no
108,,"Police Academy 4: Citizens on Patrol",1987,http://www.icheckmovies.com/movies/police+academy+4+citizens+on+patrol/,4271,31,160,0,43,,http://www.imdb.com/title/tt0093756/,no,no,no,no,no
109,,"Police Academy 6: City Under Siege",1989,http://www.icheckmovies.com/movies/police+academy+6+city+under+siege/,2894,16,161,0,36,,http://www.imdb.com/title/tt0098105/,no,no,no,no,no
110,,"Lethal Weapon 2",1989,http://www.icheckmovies.com/movies/lethal+weapon+2/,24803,433,109,4,171,,http://www.imdb.com/title/tt0097733/,no,no,no,no,no
111,,"Die Hard",1988,http://www.icheckmovies.com/movies/die+hard/,88655,5672,233,19,991,,http://www.imdb.com/title/tt0095016/,"2010-01-30 15:23:27",no,no,no,no
112,,Batman,1989,http://www.icheckmovies.com/movies/batman/,68450,1951,244,10,552,,http://www.imdb.com/title/tt0096895/,"2010-01-30 15:23:26",no,no,no,no
113,,"Indiana Jones and the Last Crusade",1989,http://www.icheckmovies.com/movies/indiana+jones+and+the+last+crusade/,86096,4793,213,15,703,,http://www.imdb.com/title/tt0097576/,"2010-01-30 15:23:27",no,no,no,no
114,,"Without a Clue",1988,http://www.icheckmovies.com/movies/without+a+clue/,474,26,5,0,39,"Sherlock and Me",http://www.imdb.com/title/tt0096454/,no,no,no,no,no
115,,"Prisoner of Rio",1988,http://www.icheckmovies.com/movies/prisoner+of+rio/,2,0,0,0,4,,http://www.imdb.com/title/tt0098651/,no,no,no,no,no
116,,"Raiders of the Lost Ark",1981,http://www.icheckmovies.com/movies/raiders+of+the+lost+ark/,91990,6842,257,28,1231,,http://www.imdb.com/title/tt0082971/,"2010-01-30 15:23:27",no,no,no,no
117,,"The Long Good Friday",1980,http://www.icheckmovies.com/movies/the+long+good+friday/,3117,244,16,11,259,,http://www.imdb.com/title/tt0081070/,"2012-04-22 04:38:34",no,no,no,no
118,,"The Sender",1982,http://www.icheckmovies.com/movies/the+sender-1982-1/,161,6,3,0,45,,http://www.imdb.com/title/tt0084658/,no,no,no,no,no
119,,"Battlefield Earth",2000,http://www.icheckmovies.com/movies/battlefield+earth/,2319,17,416,0,101,,http://www.imdb.com/title/tt0185183/,no,no,no,no,no
120,,Nostradamus,1994,http://www.icheckmovies.com/movies/nostradamus-1994/,94,2,4,0,11,,http://www.imdb.com/title/tt0110689/,no,no,no,no,no
121,,"The Evil Dead",1981,http://www.icheckmovies.com/movies/the+evil+dead/,25834,1674,201,7,641,,http://www.imdb.com/title/tt0083907/,"2010-01-30 15:23:28",no,no,no,no
122,,Beaches,1988,http://www.icheckmovies.com/movies/beaches/,1148,50,15,0,58,"Forever Friends",http://www.imdb.com/title/tt0094715/,no,no,no,no,no
123,,"A Nightmare on Elm Street 4: The Dream Master",1988,http://www.icheckmovies.com/movies/a+nightmare+on+elm+street+4+the+dream+master/,3749,52,105,1,139,,http://www.imdb.com/title/tt0095742/,no,no,no,no,no
124,,"Can't Stop the Music",1980,http://www.icheckmovies.com/movies/cant+stop+the+music/,163,6,15,0,53,,http://www.imdb.com/title/tt0080492/,"2020-11-11 12:10:34",no,no,no,no
125,,"The Boys from Brazil",1978,http://www.icheckmovies.com/movies/the+boys+from+brazil/,1405,47,17,0,100,,http://www.imdb.com/title/tt0077269/,"2014-01-28 01:10:31",no,no,no,no
126,,"Still Crazy",1998,http://www.icheckmovies.com/movies/still+crazy/,247,18,1,0,25,,http://www.imdb.com/title/tt0149151/,no,no,no,no,no
127,,"The Road to Wellville",1994,http://www.icheckmovies.com/movies/the+road+to+wellville/,506,12,20,0,30,,http://www.imdb.com/title/tt0111001/,no,no,no,no,no
128,,"The Rock",1996,http://www.icheckmovies.com/movies/the+rock/,33141,1204,235,5,270,,http://www.imdb.com/title/tt0117500/,"2010-01-30 15:23:28",no,no,no,no
129,,"Enemy of the State",1998,http://www.icheckmovies.com/movies/enemy+of+the+state/,25836,619,104,2,160,,http://www.imdb.com/title/tt0120660/,"2010-01-30 15:23:27",no,no,no,no
130,,"Lethal Weapon 3",1992,http://www.icheckmovies.com/movies/lethal+weapon+3/,22979,310,132,3,115,,http://www.imdb.com/title/tt0104714/,no,no,no,no,no
131,,"The Omen",1976,http://www.icheckmovies.com/movies/the+omen/,16928,692,90,6,411,,http://www.imdb.com/title/tt0075005/,no,no,no,no,no
132,,"The Krays",1990,http://www.icheckmovies.com/movies/the+krays/,434,12,6,1,34,,http://www.imdb.com/title/tt0099951/,no,no,no,no,no
133,,Brazil,1985,http://www.icheckmovies.com/movies/brazil/,27487,3259,334,19,926,,http://www.imdb.com/title/tt0088846/,"2010-01-30 15:23:26",no,no,no,no
134,,"The Mother",2003,http://www.icheckmovies.com/movies/the+mother/,156,4,6,0,31,,http://www.imdb.com/title/tt0323298/,no,no,no,no,no
135,,"Match Point",2005,http://www.icheckmovies.com/movies/match+point/,22140,1429,203,3,307,,http://www.imdb.com/title/tt0416320/,no,no,no,no,no
136,,Scoop,2006,http://www.icheckmovies.com/movies/scoop/,7428,224,96,0,82,,http://www.imdb.com/title/tt0457513/,no,no,no,no,no
137,,Psycho,1960,http://www.icheckmovies.com/movies/psycho/,70924,6410,137,38,1683,,http://www.imdb.com/title/tt0054215/,"2010-01-30 15:23:27",no,no,no,no
138,,"Peeping Tom",1960,http://www.icheckmovies.com/movies/peeping+tom/,7605,729,44,20,603,,http://www.imdb.com/title/tt0054167/,no,no,no,no,no
139,,"Shao Lin san shi liu fang",1978,http://www.icheckmovies.com/movies/shao+lin+san+shi+liu+fang/,1879,171,6,7,187,"The 36th Chamber of Shaolin",http://www.imdb.com/title/tt0078243/,"2011-11-08 04:21:36",no,no,no,no
140,,"Bao chou",1970,http://www.icheckmovies.com/movies/bao+chou/,49,4,0,0,19,Vengeance,http://www.imdb.com/title/tt0065450/,"2020-04-10 15:26:49",no,no,no,no
141,,"Ging chaat goo si III: Chiu kup ging chaat",1992,http://www.icheckmovies.com/movies/ging+chaat+goo+si+iii+chiu+kup+ging+chaat/,1524,60,11,4,98,"Police Story 3",http://www.imdb.com/title/tt0104558/,no,no,no,no,no
142,,"Kill Bill: Vol. 1",2003,http://www.icheckmovies.com/movies/kill+bill+vol.+1/,108185,9237,780,18,1039,,http://www.imdb.com/title/tt0266697/,"2010-01-30 15:23:27",no,no,no,no
143,,"Kill Bill: Vol. 2",2004,http://www.icheckmovies.com/movies/kill+bill+vol.+2/,86395,5935,492,9,799,,http://www.imdb.com/title/tt0378194/,"2010-01-30 15:23:27",no,no,no,no
144,,"Bad Boys II",2003,http://www.icheckmovies.com/movies/bad+boys+ii/,29577,448,476,2,144,,http://www.imdb.com/title/tt0172156/,no,no,no,no,no
145,,"Permanent Midnight",1998,http://www.icheckmovies.com/movies/permanent+midnight/,279,14,10,0,23,,http://www.imdb.com/title/tt0120788/,"2019-12-27 15:33:55",no,no,no,no
146,,Armageddon,1998,http://www.icheckmovies.com/movies/armageddon/,56223,1198,1021,4,260,,http://www.imdb.com/title/tt0120591/,"2010-01-30 15:23:26",no,no,no,no
147,,"Past Midnight",1991,http://www.icheckmovies.com/movies/past+midnight/,40,2,1,0,8,,http://www.imdb.com/title/tt0105108/,no,no,no,no,no
148,,"Jagged Edge",1985,http://www.icheckmovies.com/movies/jagged+edge/,700,19,10,1,69,,http://www.imdb.com/title/tt0089360/,no,no,no,no,no
149,,"Crimson Tide",1995,http://www.icheckmovies.com/movies/crimson+tide/,3867,162,26,1,129,,http://www.imdb.com/title/tt0112740/,"2012-01-14 20:21:03",no,no,no,no
150,,Doom,2005,http://www.icheckmovies.com/movies/doom/,4000,39,328,0,79,,http://www.imdb.com/title/tt0419706/,no,no,no,no,no
151,,"Pulp Fiction",1994,http://www.icheckmovies.com/movies/pulp+fiction/,123705,19822,624,37,1917,,http://www.imdb.com/title/tt0110912/,"2010-01-30 15:23:27",no,no,no,no
152,,"Plump Fiction",1997,http://www.icheckmovies.com/movies/plump+fiction/,136,0,33,0,11,,http://www.imdb.com/title/tt0117350/,no,no,no,no,no
153,,"Duck Soup",1933,http://www.icheckmovies.com/movies/duck+soup/,14462,1268,200,23,725,,http://www.imdb.com/title/tt0023969/,"2010-01-30 15:23:27",no,no,no,no
154,,"A Night at the Opera",1935,http://www.icheckmovies.com/movies/a+night+at+the+opera/,7504,525,45,16,439,,http://www.imdb.com/title/tt0026778/,no,no,no,no,no
155,,"Man on Fire",2004,http://www.icheckmovies.com/movies/man+on+fire/,15585,842,129,0,193,,http://www.imdb.com/title/tt0328107/,"2012-12-25 17:09:33",no,no,no,no
156,,Domino,2005,http://www.icheckmovies.com/movies/domino/,4272,124,161,0,70,,http://www.imdb.com/title/tt0421054/,"2012-04-28 02:03:07",no,no,no,no
157,,"Mad Max",1979,http://www.icheckmovies.com/movies/mad+max/,24916,853,270,13,433,,http://www.imdb.com/title/tt0079501/,"2010-05-10 13:44:02",no,no,no,no
