rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
55,-1,Shinsengumi,1969,http://www.icheckmovies.com/movies/shinsengumi/,58,2,1,1,26,"Shinsengumi: Assassins of Honor",http://www.imdb.com/title/tt0066372/,"2012-06-25 01:38:09",no,no,no,no
56,-1,"Kozure Ôkami: Ko wo kashi ude kashi tsukamatsuru",1972,http://www.icheckmovies.com/movies/kozure+okami+ko+wo+kashi+ude+kashi+tsukamatsuru/,910,70,2,2,129,"Lone Wolf and Cub: Sword of Vengeance",http://www.imdb.com/title/tt0068815/,"2011-12-31 17:54:17",no,no,no,no
57,-1,"Kozure Ôkami: Sanzu no kawa no ubaguruma",1972,http://www.icheckmovies.com/movies/kozure+okami+sanzu+no+kawa+no+ubaguruma/,871,79,2,3,118,"Lone Wolf and Cub: Baby Cart at the River Styx",http://www.imdb.com/title/tt0068816/,"2010-02-01 13:34:18",no,no,no,no
58,-1,"Kozure Ôkami: Shinikazeni mukau ubaguruma",1972,http://www.icheckmovies.com/movies/kozure+okami+shinikazeni+mukau+ubaguruma/,671,39,0,3,86,"Lone Wolf and Cub: Baby Cart to Hades",http://www.imdb.com/title/tt0068817/,"2011-12-31 17:54:16",no,no,no,no
59,-1,Hitokiri,1969,http://www.icheckmovies.com/movies/hitokiri/,135,12,1,2,57,Tenchu!,http://www.imdb.com/title/tt0200710/,no,no,no,no,no
60,-1,"Yagyû ichizoku no inbô",1978,http://www.icheckmovies.com/movies/yagyu+ichizoku+no+inbo/,106,4,0,1,37,"The Shogun's Samurai",http://www.imdb.com/title/tt0078513/,"2012-06-25 01:38:33",no,no,no,no
61,-1,"Sukedachi-ya Sukeroku",2001,http://www.icheckmovies.com/movies/sukedachi-ya+sukeroku/,18,0,1,0,20,"Vengeance for Sale",http://www.imdb.com/title/tt0339748/,no,no,no,no,no
62,-1,"Sanjûsangen-dô, tôshiya monogatari",1945,http://www.icheckmovies.com/movies/sanjusangen-do+toshiya+monogatari/,24,2,0,0,18,"A Tale of Archery at the Sanjusangendo",http://www.imdb.com/title/tt0038049/,no,no,no,no,no
63,-1,Dora-heita,2000,http://www.icheckmovies.com/movies/dora-heita/,53,4,0,1,33,"Alley Cat",http://www.imdb.com/title/tt0236167/,no,no,no,no,no
64,-1,"Goyôkiba: Kamisori Hanzô jigoku zeme",1973,http://www.icheckmovies.com/movies/goyokiba+kamisori+hanzo+jigoku+zeme/,164,4,0,1,47,"Hanzo the Razor: The Snare",http://www.imdb.com/title/tt0174707/,"2018-11-03 01:41:51",no,no,no,no
65,-1,Kiru,1962,http://www.icheckmovies.com/movies/kiru-1962/,144,8,1,2,43,,http://www.imdb.com/title/tt0056144/,no,no,no,no,no
66,-1,Gô-hime,1992,http://www.icheckmovies.com/movies/go-hime/,23,0,1,0,14,"Basara - The Princess Goh",http://www.imdb.com/title/tt0104351/,no,no,no,no,no
67,-1,Chûshingura,1958,http://www.icheckmovies.com/movies/chushingura-1958/,20,1,0,0,17,"The Loyal 47 Ronin",http://www.imdb.com/title/tt0198371/,"2012-01-01 05:24:16",no,no,no,no
68,-1,Machibuse,1970,http://www.icheckmovies.com/movies/machibuse/,71,4,1,0,24,"The Ambush: Incident at Blood Pass",http://www.imdb.com/title/tt0066031/,"2012-01-01 05:24:15",no,no,no,no
69,-1,Akage,1969,http://www.icheckmovies.com/movies/akage/,152,11,1,1,72,"Red Lion",http://www.imdb.com/title/tt0063995/,"2013-09-14 21:33:18",no,no,no,no
70,-1,"Araki Mataemon: Kettô kagiya no tsuji",1952,http://www.icheckmovies.com/movies/araki+mataemon+ketto+kagiya+no+tsuji/,40,3,0,0,26,"Vendetta of a Samurai",http://www.imdb.com/title/tt0043707/,no,no,no,no,no
71,-1,Dokuro,1927,http://www.icheckmovies.com/movies/dokuro/,20,0,0,0,15,,http://www.imdb.com/title/tt0943415/,no,no,no,no,no
72,-1,"Tora no o wo fumu otokotachi",1945,http://www.icheckmovies.com/movies/tora+no+o+wo+fumu+otokotachi/,656,22,5,1,81,"The Men Who Tread on the Tiger's Tail",http://www.imdb.com/title/tt0038182/,"2011-12-31 18:00:35",no,no,no,no
73,-1,"Traitors of the Blue Castle",1959,http://www.icheckmovies.com/movies/traitors+of+the+blue+castle/,3,0,0,0,7,,http://www.imdb.com/title/tt0202008/,no,no,no,no,no
74,-1,Goyôkiba,1972,http://www.icheckmovies.com/movies/goyokiba/,205,10,2,1,51,"Hanzo the Razor: Sword of Justice",http://www.imdb.com/title/tt0068650/,"2015-07-28 03:44:37",no,no,no,no
75,-1,"Okita Sôji",1974,http://www.icheckmovies.com/movies/okita+soji/,6,0,0,0,8,,http://www.imdb.com/title/tt0198865/,no,no,no,no,no
76,-1,"Tange Sazen: Hien iaigiri",1966,http://www.icheckmovies.com/movies/tange+sazen+hien+iaigiri/,68,3,1,1,29,"The Secret of the Urn",http://www.imdb.com/title/tt0171812/,no,no,no,no,no
77,-1,Orochi,1925,http://www.icheckmovies.com/movies/orochi/,90,12,0,0,46,,http://www.imdb.com/title/tt0016185/,no,no,no,no,no
78,-1,Hangyakuji,1961,http://www.icheckmovies.com/movies/hangyakuji/,20,1,0,1,26,Conspirator,http://www.imdb.com/title/tt0054964/,no,no,no,no,no
79,-1,"Poruno jidaigeki: Bôhachi bushidô",1973,http://www.icheckmovies.com/movies/poruno+jidaigeki+bohachi+bushido/,62,5,1,0,22,,http://www.imdb.com/title/tt0142773/,no,no,no,no,no
80,-1,Moeyo-ken,1966,http://www.icheckmovies.com/movies/moeyo-ken/,7,1,0,0,10,"The Blazing Sword",http://www.imdb.com/title/tt1981026/,no,no,no,no,no
81,-1,"Sôzenji baba",1928,http://www.icheckmovies.com/movies/sozenji+baba/,16,1,0,0,8,,http://www.imdb.com/title/tt0200155/,no,no,no,no,no
82,-1,"Shinsengumi shimatsuki",1963,http://www.icheckmovies.com/movies/shinsengumi+shimatsuki/,50,1,0,1,23,"Shinsengumi Chronicles",http://www.imdb.com/title/tt0227492/,no,no,no,no,no
83,-1,"Yari no gonza",1986,http://www.icheckmovies.com/movies/yari+no+gonza/,55,1,0,0,29,"Gonza the Spearman",http://www.imdb.com/title/tt0091136/,no,no,no,no,no
84,-1,"Doku-ganryu Masamune",1959,http://www.icheckmovies.com/movies/doku-ganryu+masamune-1959/,4,0,0,0,9,"Hawk of the North",http://www.imdb.com/title/tt2643408/,no,no,no,no,no
85,-1,"Nemuri Kyoshiro 7: Tajo-ken",1966,http://www.icheckmovies.com/movies/nemuri+kyoshiro+7+tajo-ken/,23,1,1,0,12,"Sleepy Eyes of Death: The Mask of the Princess",http://www.imdb.com/title/tt0148941/,"2018-06-29 01:44:18",no,no,no,no
86,-1,"Nemuri Kyoshiro 10: Onna jigoku",1968,http://www.icheckmovies.com/movies/nemuri+kyoshiro+10+onna+jigoku/,21,1,0,0,11,"A Ronin Called Nemuri",http://www.imdb.com/title/tt0148933/,"2018-07-15 13:42:26",no,no,no,no
87,-1,"Ogawa no hotori",2011,http://www.icheckmovies.com/movies/ogawa+no+hotori/,7,0,0,0,5,"At River's Edge",http://www.imdb.com/title/tt1720183/,no,no,no,no,no
88,-1,Rônin-gai,1990,http://www.icheckmovies.com/movies/ronin-gai/,52,2,1,1,31,,http://www.imdb.com/title/tt0308827/,no,no,no,no,no
89,-1,Tengu-tô,1969,http://www.icheckmovies.com/movies/tengu-to/,32,3,0,1,25,,http://www.imdb.com/title/tt0164928/,no,no,no,no,no
90,-1,"Abare Gôemon",1966,http://www.icheckmovies.com/movies/abare+goemon/,36,3,0,1,26,"Rise Against the Sword",http://www.imdb.com/title/tt0060057/,no,no,no,no,no
91,-1,"Fuunji Oda Nobunaga",1959,http://www.icheckmovies.com/movies/fuunji+oda+nobunaga/,3,0,0,0,8,,http://www.imdb.com/title/tt3084118/,no,no,no,no,no
92,-1,"Oedo go-nin otoko",1951,http://www.icheckmovies.com/movies/oedo+go-nin+otoko/,4,0,0,0,11,"Five Men of Edo",http://www.imdb.com/title/tt0186414/,no,no,no,no,no
93,-1,"Akô-jô danzetsu",1978,http://www.icheckmovies.com/movies/ako-jo+danzetsu/,30,1,0,0,13,"The Fall of Ako Castle",http://www.imdb.com/title/tt0077135/,no,no,no,no,no
94,-1,"Mondonosuke Sanban Shobu",1965,http://www.icheckmovies.com/movies/mondonosuke+sanban+shobu/,2,0,0,0,4,,http://www.imdb.com/title/tt2876356/,no,no,no,no,no
95,-1,"Yami no karyudo",1979,http://www.icheckmovies.com/movies/yami+no+karyudo/,70,2,1,1,40,"Hunter in the Dark",http://www.imdb.com/title/tt0079317/,no,no,no,no,no
96,-1,"Nitôryû kaigen",1943,http://www.icheckmovies.com/movies/nitoryu+kaigen/,5,1,0,0,9,,http://www.imdb.com/title/tt1321833/,no,no,no,no,no
97,-1,"Abe ichizoku",1995,http://www.icheckmovies.com/movies/abe+ichizoku/,3,0,0,0,8,"The Abe Clan",http://www.imdb.com/title/tt0488040/,no,no,no,no,no
98,-1,"Ten to Chi to",1990,http://www.icheckmovies.com/movies/ten+to+chi+to/,46,2,0,1,25,"Heaven and Earth",http://www.imdb.com/title/tt0099753/,no,no,no,no,no
99,-1,"Miyamoto Musashi",1973,http://www.icheckmovies.com/movies/miyamoto+musashi-1973-1/,6,1,0,0,9,,http://www.imdb.com/title/tt0070761/,no,no,no,no,no
100,-1,"Ako roshi",1961,http://www.icheckmovies.com/movies/ako+roshi/,5,0,0,0,7,,http://www.imdb.com/title/tt0200418/,no,no,no,no,no
101,-1,"Kurama Tengu",1928,http://www.icheckmovies.com/movies/kurama+tengu/,14,1,0,0,9,,http://www.imdb.com/title/tt0923765/,no,no,no,no,no
102,-1,"Knightly Advice",1962,http://www.icheckmovies.com/movies/knightly+advice/,1,0,0,0,4,,http://www.imdb.com/title/tt3922498/,no,no,no,no,no
103,-1,"Miyamoto Musashi",1961,http://www.icheckmovies.com/movies/miyamoto+musashi-1961/,40,3,0,0,21,"Zen and Sword",http://www.imdb.com/title/tt0055188/,no,no,no,no,no
104,-1,"Miyamoto Musashi: Hannyazaka no kettô",1962,http://www.icheckmovies.com/movies/miyamoto+musashi+hannyazaka+no+ketto/,28,0,0,0,17,"Miyamoto Musashi: Showdown at Hannyazaka Heights",http://www.imdb.com/title/tt0176801/,no,no,no,no,no
105,-1,"Miyamoto Musashi: Nitôryû kaigen",1963,http://www.icheckmovies.com/movies/miyamoto+musashi+nitoryu+kaigen/,22,0,0,0,17,"Two-Sword Fencing Is Born",http://www.imdb.com/title/tt0169614/,no,no,no,no,no
106,-1,"Miyamoto Musashi: Ichijôji no kettô",1964,http://www.icheckmovies.com/movies/miyamoto+musashi+ichijoji+no+ketto/,37,3,0,0,21,"Miyamoto Musashi: The Duel at Ichijoji",http://www.imdb.com/title/tt0198554/,no,no,no,no,no
107,-1,"Miyamoto Musashi: Ganryû-jima no kettô",1965,http://www.icheckmovies.com/movies/miyamoto+musashi+ganryu-jima+no+ketto/,29,0,0,0,16,"Miyamoto Musashi: Musashi vs Kojiro",http://www.imdb.com/title/tt0198506/,no,no,no,no,no
108,-1,"Shinken shobu",1971,http://www.icheckmovies.com/movies/shinken+shobu/,13,0,0,0,11,"Death Match",http://www.imdb.com/title/tt0067812/,no,no,no,no,no
109,-1,Shundô,2013,http://www.icheckmovies.com/movies/shundo/,5,0,0,0,4,Bushido,http://www.imdb.com/title/tt2698678/,no,no,no,no,no
110,-1,"Yagyu bugeicho: Jubei Ansatsu-ken",1964,http://www.icheckmovies.com/movies/yagyu+bugeicho+jubei+ansatsu-ken/,3,0,0,0,4,,http://www.imdb.com/title/tt5455644/,no,no,no,no,no
111,-1,"Chûkon giretsu - Jitsuroku Chûshingura",1928,http://www.icheckmovies.com/movies/chukon+giretsu+-+jitsuroku+chushingura/,18,0,0,0,13,,http://www.imdb.com/title/tt1159490/,no,no,no,no,no
112,-1,"Chô kôsoku! Sankin kôtai",2014,http://www.icheckmovies.com/movies/cho+kosokuexclamation+sankin+kotai/,9,0,0,0,6,"Samurai Hustle",http://www.imdb.com/title/tt3290714/,no,no,no,no,no
113,-1,Gyakuryû,1924,http://www.icheckmovies.com/movies/gyakuryu/,20,0,0,0,8,,http://www.imdb.com/title/tt1165285/,no,no,no,no,no
114,-1,"Kojiro tsubamegaeshi",1961,http://www.icheckmovies.com/movies/kojiro+tsubamegaeshi/,3,0,0,0,5,"Kojiro's Turning Swallow Cut",http://www.imdb.com/title/tt0188775/,no,no,no,no,no
115,-1,"Chichibu Suikoden Hissatsuken",1965,http://www.icheckmovies.com/movies/chichibu+suikoden+hissatsuken/,2,0,0,0,4,,http://www.imdb.com/title/tt6140936/,no,no,no,no,no
116,,Zan,2018,http://www.icheckmovies.com/movies/zan-2018/,51,2,0,0,34,Killing,http://www.imdb.com/title/tt7117352/,no,no,no,no,no
117,,"Zanjin zanbaken",1929,http://www.icheckmovies.com/movies/zanjin+zanbaken/,7,1,0,0,7,,http://www.imdb.com/title/tt0199165/,no,no,no,no,no
118,,Sekigahara,2017,http://www.icheckmovies.com/movies/sekigahara/,14,0,0,0,1,,http://www.imdb.com/title/tt5954284/,"2018-07-08 14:31:57",no,no,no,no
